tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics
S_SPECIAL_TEXT,厄立特里亚海周航记.md,WL-WORK-1421,厄立特里亚海周航记,,佚名,古代,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,历史学家.md,WL-WORK-0619,历史学家,,伊丽莎白·科斯托娃,Elizabeth Kostova,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,厌恶.md,WL-WORK-1608,厌恶,,奥拉西奥·卡斯特利亚诺斯·莫亚,Horacio Castellanos Moya,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,原野奇侠.md,WL-WORK-2473,原野奇侠,Shane,杰克·谢弗,Jack Schaefer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,发条橙.md,WL-WORK-1016,发条橙,,安东尼·伯吉斯,Anthony Burgess,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,变化：一个爱情故事.md,WL-WORK-2033,变化：一个爱情故事,,阿玛·阿塔·艾杜,Ama Ata Aidoo,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,古事记.md,WL-WORK-1424,古事记,,太安万侣,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P2_EXTERNAL_MATCH_FRIENDLY,召唤魔鬼.md,WL-WORK-0069,召唤魔鬼,Whistle Up the Devil,德里克·史密斯,Derek Smith,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,叶之屋.md,WL-WORK-0621,叶之屋,,马克·Z.达尼莱夫斯基,Mark Z. Danielewski,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,叶隐.md,WL-WORK-2476,叶隐,Hagakure,山本常朝,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P1_CANON_AWARD,同情者.md,WL-WORK-2034,同情者,,阮清越,Viet Thanh Nguyen,,WL-AWARD-PULITZER-FICTION,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,向日葵不开的夏天.md,WL-WORK-0216,向日葵不开的夏天,,道尾秀介,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,启示录.md,WL-WORK-1427,启示录,,希伯来,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,吴船录.md,WL-WORK-1428,吴船录,,范成大,,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,吸血鬼.md,WL-WORK-0622,吸血鬼,,约翰·波利多里,John Polidori,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,吹过荒野的风.md,WL-WORK-1617,吹过荒野的风,,塞尔瓦·阿尔马达,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,告白.md,WL-WORK-0215,告白,,凑佳苗,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,周四推理俱乐部.md,WL-WORK-0141,周四推理俱乐部,,理查德·奥斯曼,Richard Osman,,,,WL-TOPIC-G45-MYSTERY
P2_EXTERNAL_MATCH_FRIENDLY,咆哮营的幸运儿.md,WL-WORK-2480,咆哮营的幸运儿,The Luck of Roaring Camp,布雷特·哈特,Bret Harte,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,和谐.md,WL-WORK-0448,和谐,,伊藤计划,,,,batch2_source_refs,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,哈姆内特.md,WL-WORK-1021,哈姆内特,,玛吉·奥法雷尔,Maggie O'Farrell,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,哈莱姆之家.md,WL-WORK-1620,哈莱姆之家,,克劳德·麦凯,Claude McKay,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,哈莱姆狂怒.md,WL-WORK-0092,哈莱姆狂怒,,切斯特·海姆斯,Chester Himes,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,善心女神.md,WL-WORK-1023,善心女神,,乔纳森·利特尔,Jonathan Littell,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,喜福会.md,WL-WORK-1024,喜福会,,谭恩美,Amy Tan,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,喷火器.md,WL-WORK-1621,喷火器,,罗伯托·阿尔特,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,回家的方式.md,WL-WORK-1624,回家的方式,,亚历杭德罗·桑布拉,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,园丁之犬.md,WL-WORK-2483,园丁之犬,El perro del hortelano,洛佩·德·维加,Lope de Vega,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P2_EXTERNAL_MATCH_FRIENDLY,国王叙事诗.md,WL-WORK-2484,国王叙事诗,Idylls of the King,丁尼生,解构,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,国王必须死.md,WL-WORK-1028,国王必须死,,古希腊,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,圆圈.md,WL-WORK-1030,圆圈,,戴夫·艾格斯,Dave Eggers,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,土耳其使馆书信.md,WL-WORK-1430,土耳其使馆书信,,玛丽·蒙塔古夫人,Lady Mary Montagu,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,圣埃维塔.md,WL-WORK-1627,圣埃维塔,,托马斯·埃洛伊·马丁内斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,在斯大林格勒战壕里.md,WL-WORK-2040,在斯大林格勒战壕里,,维克托·涅克拉索夫,Viktor Nekrasov,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P2_EXTERNAL_MATCH_FRIENDLY,在比尤拉高地.md,WL-WORK-0108,在比尤拉高地,On Beulah Height,雷金纳德·希尔,Reginald Hill,,,,WL-TOPIC-G45-MYSTERY
P2_EXTERNAL_MATCH_FRIENDLY,地狱之缘.md,WL-WORK-0068,地狱之缘,Rim of the Pit,黑克·塔尔博特,Hake Talbot,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,地狱的第19层.md,WL-WORK-0639,地狱的第19层,,蔡骏,,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,地球上的受苦者.md,WL-WORK-2041,地球上的受苦者,,弗朗茨·法农,Frantz Fanon,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,地铁.md,WL-WORK-0458,地铁,,韩松,,,,,WL-TOPIC-G45-SF
S_SPECIAL_TEXT,坎特伯雷故事集·骑士的故事.md,WL-WORK-2486,坎特伯雷故事集·骑士的故事,,乔叟,Geoffrey Chaucer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,坎特勒塔尔.md,WL-WORK-1431,坎特勒塔尔,,埃利亚斯·伦洛特,Elias Lönnrot,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,坠物之声.md,WL-WORK-1633,坠物之声,,胡安·加布里埃尔·巴斯克斯,Juan Gabriel Vásquez,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,埃及人西努赫.md,WL-WORK-1037,埃及人西努赫,,米卡·瓦尔塔里,Mika Waltari,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,埃塞俄比亚传奇.md,WL-WORK-2042,埃塞俄比亚传奇,,赫利奥多罗斯,Heliodorus,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,埃琳娜知道.md,WL-WORK-1634,埃琳娜知道,,克劳迪娅·皮涅罗,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,埃瑞璜.md,WL-WORK-1038,埃瑞璜,,塞缪尔·巴特勒,Samuel Butler,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,基因设计师.md,WL-WORK-0450,基因设计师,,藤井太洋,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,基坑.md,WL-WORK-1041,基坑,,安德烈·普拉东诺夫,Andrei Platonov,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,堂娜芭芭拉.md,WL-WORK-1637,堂娜芭芭拉,,罗慕洛·加列戈斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,塔拉.md,WL-WORK-1638,塔拉,,加夫列拉·米斯特拉尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,塞西莉亚.md,WL-WORK-2044,塞西莉亚,,范妮·伯尼,Frances Burney,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,塞西莉亚·巴尔德斯.md,WL-WORK-1640,塞西莉亚·巴尔德斯,,西里洛·比亚韦德,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,墓地的沉默.md,WL-WORK-0223,墓地的沉默,Jar City,阿尔纳尔杜尔·因德里达松,Arnaldur Indriðason,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,墙.md,WL-WORK-1044,墙,,约翰·兰彻斯特,John Lanchester,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,墨西哥哥特.md,WL-WORK-0642,墨西哥哥特,,西尔维娅·莫雷诺-加西亚,Silvia Moreno-Garcia,,,batch1_source_refs;batch2_source_refs,WL-TOPIC-G45-HORROR;WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,壬生义士传.md,WL-WORK-2489,壬生义士传,Mibu Gishi Den,浅田次郎,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,夜.md,WL-WORK-1046,夜,,埃利·威塞尔,Wiesel,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,夜幕降临前.md,WL-WORK-1643,夜幕降临前,,雷纳尔多·阿雷纳斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,夜总会里的五个人.md,WL-WORK-1644,夜总会里的五个人,,穆时英,,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,夜林.md,WL-WORK-1645,夜林,,朱娜·巴恩斯,Djuna Barnes,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,夜莺.md,WL-WORK-0646,夜莺,,克里斯廷·汉娜,Kristin Hannah,,,batch1_source_refs;batch2_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,大唐西域记.md,WL-WORK-1435,大唐西域记,,玄奘,,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,大地上的居所.md,WL-WORK-1646,大地上的居所,,巴勃罗·聂鲁达,,,,batch4_source_refs,WL-TOPIC-R6-LATAM;WL-TOPIC-M3-MODERNISM
P2_EXTERNAL_MATCH_FRIENDLY,大地惊雷.md,WL-WORK-2493,大地惊雷,True Grit,查尔斯·波蒂斯,Charles Portis,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P2_EXTERNAL_MATCH_FRIENDLY,大天空.md,WL-WORK-2494,大天空,The Big Sky,A.B.格思里,A.B. Guthrie Jr.,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,大笑的警察.md,WL-WORK-0219,大笑的警察,,舍瓦尔与瓦勒,Sjöwall & Wahlöö,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,大菩萨岭.md,WL-WORK-2496,大菩萨岭,Daibosatsu Tōge,中里介山,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,大逃杀.md,WL-WORK-1050,大逃杀,,高见广春,,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P2_EXTERNAL_MATCH_FRIENDLY,大鼻子情圣.md,WL-WORK-2497,大鼻子情圣,Cyrano de Bergerac,埃德蒙·罗斯丹,Edmond Rostand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,天堂.md,WL-WORK-1051,天堂,,何塞·莱萨马·利马,,,,batch2_source_refs;batch4_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,天鹅之歌.md,WL-WORK-0063,天鹅之歌,Swan Song,埃德蒙·克里斯平,Edmund Crispin,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,天鹅绒爪子案.md,WL-WORK-0117,天鹅绒爪子案,,厄尔·斯坦利·加德纳,Erle Stanley Gardner,,,,WL-TOPIC-G45-MYSTERY
S_SPECIAL_TEXT,太平记.md,WL-WORK-1053,太平记,,佚名,那么,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,太阳城.md,WL-WORK-1054,太阳城,,康帕内拉,,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,太阳石.md,WL-WORK-1649,太阳石,,奥克塔维奥·帕斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,太阳门.md,WL-WORK-2048,太阳门,,埃利亚斯·胡里,Elias Khoury,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,失重的人.md,WL-WORK-1650,失重的人,,墨西哥与美墨边境,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,奇侠精忠传.md,WL-WORK-2500,奇侠精忠传,,赵焕亭,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
S_SPECIAL_TEXT,奇兰·巴兰之书.md,WL-WORK-1651,奇兰·巴兰之书,,佚名,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,奇异的力量.md,WL-WORK-1652,奇异的力量,,莱奥波尔多·卢贡内斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,奇马尔波波卡手抄本.md,WL-WORK-1439,奇马尔波波卡手抄本,,可通过,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,奥勃洛莫夫.md,WL-WORK-1055,奥勃洛莫夫,,冈察洛夫,Goncharov,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,奥扬泰.md,WL-WORK-1654,奥扬泰,,安第斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,奥特朗托城堡.md,WL-WORK-0654,奥特朗托城堡,,霍勒斯·沃波尔,Horace Walpole,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,奥米昆莱的女仆.md,WL-WORK-1656,奥米昆莱的女仆,,丽塔·印第安纳,Rita Indiana,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,女人之国的大门.md,WL-WORK-1057,女人之国的大门,,谢丽·S.特珀,Sheri S. Tepper,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,女人之岸.md,WL-WORK-1058,女人之岸,,帕梅拉·萨金特,Pamela Sargent,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,女巫前传.md,WL-WORK-0657,女巫前传,,格雷戈里·马奎尔,Gregory Maguire,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,她乡——中国女性科幻作品选.md,WL-WORK-0468,她乡——中国女性科幻作品选,,新生代,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,她的身体和其他派对.md,WL-WORK-0659,她的身体和其他派对,,卡门·玛丽亚·马查多,Carmen Maria Machado,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,如意郎君.md,WL-WORK-1060,如意郎君,,维克多·塞斯,Vikram Seth,,,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,如果我们无法以光速前行.md,WL-WORK-0479,如果我们无法以光速前行,,金草叶,,,,,WL-TOPIC-G45-SF
P1_CANON_AWARD,如此漫长的信.md,WL-WORK-2051,如此漫长的信,,玛丽亚玛·芭,Mariama Bâ,CANON-193,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,子不语.md,WL-WORK-0662,子不语,,袁枚,,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,孤独之地.md,WL-WORK-0083,孤独之地,,多萝西·B.休斯,Dorothy B. Hughes,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,孤独的迷宫.md,WL-WORK-1668,孤独的迷宫,,奥克塔维奥·帕斯,Paz,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P1_CANON_AWARD,安息角.md,WL-WORK-2503,安息角,Angle of Repose,华莱士·斯特格纳,Stegner,,WL-AWARD-PULITZER-FICTION,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P3_GENERAL_REVIEW,安魂曲.md,WL-WORK-1670,安魂曲,,阿赫玛托娃,,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,客人.md,WL-WORK-2052,客人,,黄晳暎,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,家庭纽带.md,WL-WORK-1673,家庭纽带,,克拉丽丝·李斯佩克朵,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,宾蒂.md,WL-WORK-0473,宾蒂,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,寂寞之井.md,WL-WORK-1072,寂寞之井,,拉德克利夫·霍尔,Radclyffe Hall,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,寂寞芳心小姐.md,WL-WORK-1674,寂寞芳心小姐,,纳撒尼尔·韦斯特,Nathanael West,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,寓言集.md,WL-WORK-1675,寓言集,,胡安·何塞·阿雷奥拉,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,封神演义.md,WL-WORK-0668,封神演义,,东方前现代幻想,,,,batch1_source_refs;batch3_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,小书痴的下克上.md,WL-WORK-0669,小书痴的下克上,,香月美夜,,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,小猎犬号航海记.md,WL-WORK-1447,小猎犬号航海记,,达尔文,Darwin,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P2_EXTERNAL_MATCH_FRIENDLY,少雨之地.md,WL-WORK-2508,少雨之地,The Land of Little Rain,玛丽·奥斯汀,Mary Austin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P2_EXTERNAL_MATCH_FRIENDLY,尸体会说话.md,WL-WORK-0121,尸体会说话,Postmortem,帕特里夏·康威尔,Patricia Cornwell,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,尸者的帝国.md,WL-WORK-0449,尸者的帝国,,伊藤计划 / 圆城塔,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,屠场.md,WL-WORK-1680,屠场,,埃斯特万·埃切维里亚,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,左传.md,WL-WORK-1084,左传,,左丘明,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,已知世界.md,WL-WORK-1085,已知世界,,爱德华·P.琼斯,Edward P. Jones,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,巴伦·卡南.md,WL-WORK-1682,巴伦·卡南,,罗萨里奥·卡斯特利亚诺斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,巴格达怪客.md,WL-WORK-2058,巴格达怪客,,艾哈迈德·萨达维,Ahmed Saadawi,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,巴西万岁.md,WL-WORK-1685,巴西万岁,,若昂·乌巴尔多·里贝罗,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,巴西之旅.md,WL-WORK-1453,巴西之旅,,让·德·莱里,Jean de Léry,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,巴黎狼人.md,WL-WORK-0676,巴黎狼人,,盖伊·恩多尔,Guy Endore,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,布朗神父的天真.md,WL-WORK-0016,布朗神父的天真,,G.K.切斯特顿,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,布里辛格门的怪石.md,WL-WORK-0677,布里辛格门的怪石,,艾伦·加纳,Alan Garner,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,布鲁克林有棵树.md,WL-WORK-1089,布鲁克林有棵树,,贝蒂·史密斯,Betty Smith,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,师父.md,WL-WORK-2512,师父,,徐皓峰,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
S_SPECIAL_TEXT,希尔德布兰特之歌.md,WL-WORK-2513,希尔德布兰特之歌,,佚名,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,希望.md,WL-WORK-2059,希望,,安德烈·马尔罗,Malraux,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,希腊志.md,WL-WORK-1457,希腊志,,保萨尼亚斯,Pausanias,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,希腊罗马名人传.md,WL-WORK-1090,希腊罗马名人传,,普鲁塔克,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,帝国之庭.md,WL-WORK-0678,帝国之庭,,安娜·史密斯·斯帕克,Anna Smith Spark,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,帽子戏法之死.md,WL-WORK-0067,帽子戏法之死,Death from a Top Hat,克莱顿·罗森,Clayton Rawson,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,干旱的生活.md,WL-WORK-1687,干旱的生活,,格拉西利亚诺·拉莫斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,平原之夜.md,WL-WORK-0679,平原之夜,,塔妮丝·李,Tanith Lee,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
S_SPECIAL_TEXT,平治物语.md,WL-WORK-1092,平治物语,,佚名,,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,年轻的命运女神.md,WL-WORK-1688,年轻的命运女神,,保罗·瓦莱里,Paul Valéry,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,幽灵之家.md,WL-WORK-1094,幽灵之家,,伊莎贝尔·阿连德,,,,batch2_source_refs;batch4_source_refs;batch5_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-R6-LATAM;WL-TOPIC-Q10-MEMORY
P2_EXTERNAL_MATCH_FRIENDLY,幽灵小姐.md,WL-WORK-2515,幽灵小姐,La dama duende,卡尔德隆,Pedro Calderón de la Barca,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,幽灵故事.md,WL-WORK-0684,幽灵故事,,彼得·斯特劳布,Peter Straub,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,广漠的世界.md,WL-WORK-1690,广漠的世界,,西罗·阿莱格里亚,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,库希尔的飞镖.md,WL-WORK-0687,库希尔的飞镖,,杰奎琳·凯里,Jacqueline Carey,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,废墟.md,WL-WORK-0688,废墟,The Ruins,斯科特·史密斯,Scott Smith,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,座头市物语.md,WL-WORK-2516,座头市物语,,子母泽宽,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI;WL-TOPIC-Q15-OUTLAW
P3_GENERAL_REVIEW,廷达罗斯猎犬.md,WL-WORK-0689,廷达罗斯猎犬,,弗兰克·贝尔纳普·朗,Frank Belknap Long,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,弗吉尼亚人.md,WL-WORK-2518,弗吉尼亚人,The Virginian,欧文·威斯特,Owen Wister,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P2_EXTERNAL_MATCH_FRIENDLY,弗拉卡斯上尉.md,WL-WORK-2519,弗拉卡斯上尉,Le Capitaine Fracasse,泰奥菲尔·戈蒂耶,Théophile Gautier,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,张吉山.md,WL-WORK-1100,张吉山,,黄皙暎,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,弹药筒.md,WL-WORK-1693,弹药筒,,内莉·坎波贝略,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,强盗.md,WL-WORK-2520,强盗,Die Räuber,席勒,Schiller,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW
P2_EXTERNAL_MATCH_FRIENDLY,归乡.md,WL-WORK-1101,归乡,Homegoing,雅·吉亚西,Yaa Gyasi,,,batch2_source_refs;batch5_source_refs,WL-TOPIC-G43-FAMILY;WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q10-MEMORY
P3_GENERAL_REVIEW,彭公案.md,WL-WORK-2521,彭公案,,贪梦道人,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
