file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
Kaputt.md,WL-WORK-1971,Kaputt,,库尔齐奥·马拉帕尔特,Curzio Malaparte,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Kernok the Pirate.md,WL-WORK-2256,Kernok the Pirate,,欧仁·苏,Eugène Sue,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Kintu.md,WL-WORK-0932,Kintu,,珍妮弗·南布西·马昆比,与Makumbi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Kushiel's Dart.md,WL-WORK-1972,Kushiel's Dart,,杰奎琳·凯里,Jacqueline Carey,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
L'Allegria.md,WL-WORK-1534,L'Allegria,,朱塞佩·翁加雷蒂,Giuseppe Ungaretti,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
La cautiva.md,WL-WORK-2258,La cautiva,,埃斯特万·埃切维里亚,Echeverría,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
La guerra gaucha.md,WL-WORK-2259,La guerra gaucha,,莱奥波尔多·卢贡内斯,Lugones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Lancelot propre.md,WL-WORK-2265,Lancelot propre,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Las aventuras de la China Iron.md,WL-WORK-2267,Las aventuras de la China Iron,,加布里埃拉·卡贝松·卡马拉,Cabezón Cámara,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Le Capitan.md,WL-WORK-2269,Le Capitan,,米歇尔·泽瓦科,Le Capitan,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Legendary Tales of the Australian Aborigines.md,WL-WORK-1359,Legendary Tales of the Australian Aborigines,,戴维·乌奈庞,David Unaipon,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Leila.md,WL-WORK-0933,Leila,,普拉亚格·阿克巴尔,Prayaag Akbar,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Lendas do Sul.md,WL-WORK-2271,Lendas do Sul,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Libro del caballero Zifar.md,WL-WORK-2272,Libro del caballero Zifar,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Limbo.md,WL-WORK-0934,Limbo,,伯纳德·沃尔夫,Bernard Wolfe,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Little Big Man.md,WL-WORK-2273,Little Big Man,,托马斯·伯杰,Thomas Berger,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Long John Silver.md,WL-WORK-2275,Long John Silver,,比约恩·拉尔森,Björn Larsson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Los bandidos de Río Frío.md,WL-WORK-2276,Los bandidos de Río Frío,,曼努埃尔·派诺,Manuel Payno,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Los caranchos de La Florida.md,WL-WORK-2277,Los caranchos de La Florida,,贝尼托·林奇,Benito Lynch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Los tres gauchos orientales.md,WL-WORK-2278,Los tres gauchos orientales,,安东尼奥·卢西奇,Lussich,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Lost in the Barrens.md,WL-WORK-0508,Lost in the Barrens,,法利·莫厄特,Farley Mowat,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Love Only Once.md,WL-WORK-1973,Love Only Once,,约翰娜·林赛,Johanna Lindsey,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Lumpérica.md,WL-WORK-1535,Lumpérica,,迪亚梅拉·埃尔蒂特,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Maid Marian.md,WL-WORK-2279,Maid Marian,,托马斯·洛夫·皮科克,Peacock,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Malaeska.md,WL-WORK-2280,Malaeska,,安·S.斯蒂芬斯,Ann S. Stephens,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Manhunt.md,WL-WORK-0509,Manhunt,,格蕾琴·费尔克-马丁,Gretchen Felker-Martin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Merlin.md,WL-WORK-2282,Merlin,,T.H.怀特,T.H. White,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Michael Howe.md,WL-WORK-2284,Michael Howe,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Minty Alley.md,WL-WORK-1536,Minty Alley,,C.L.R.詹姆斯,C. L. R. James,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Monte Walsh.md,WL-WORK-2286,Monte Walsh,,杰克·谢弗,Jack Schaefer,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Mort Artu.md,WL-WORK-2288,Mort Artu,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
"Murambi, The Book of Bones.md",WL-WORK-1974,"Murambi, The Book of Bones",Murambi,相关研究也将,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
My Side of the Mountain.md,WL-WORK-0513,My Side of the Mountain,,琼·克雷格黑德·乔治,Jean Craighead George,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Nativa.md,WL-WORK-2289,Nativa,,阿塞韦多·迪亚斯,Acevedo Díaz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
News of the World.md,WL-WORK-2290,News of the World,,波莱特·贾尔斯,Paulette Jiles,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
No-No Boy.md,WL-WORK-0937,No-No Boy,,约翰·冈田,John Okada,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Observations.md,WL-WORK-1537,Observations,,玛丽安娜·穆尔,Marianne Moore,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Old Jules.md,WL-WORK-2293,Old Jules,,玛丽·桑多兹,Mari Sandoz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
On Stranger Tides.md,WL-WORK-2294,On Stranger Tides,,蒂姆·鲍尔斯,Tim Powers,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Our Sunshine.md,WL-WORK-2296,Our Sunshine,,罗伯特·德鲁,Robert Drewe,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Outlawed.md,WL-WORK-2297,Outlawed,,安娜·诺斯,Anna North,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Palmerín de Inglaterra.md,WL-WORK-2298,Palmerín de Inglaterra,,弗朗西斯科·德·莫拉埃斯,Francisco de Moraes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Palmerín de Oliva.md,WL-WORK-2299,Palmerín de Oliva,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Paradise Sky.md,WL-WORK-2300,Paradise Sky,,乔·R.兰斯代尔,Joe R. Lansdale,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Parzival.md,WL-WORK-2301,Parzival,,沃尔夫拉姆·冯·埃申巴赫,Wolfram的,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Paulino Lucero.md,WL-WORK-2302,Paulino Lucero,,阿斯卡苏比,Ascasubi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Peregrine's Progress.md,WL-WORK-2305,Peregrine's Progress,,杰弗里·法诺尔,Farnol,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Perlesvaus ／ The High Book of the Grail.md,WL-WORK-2306,Perlesvaus / The High Book of the Grail,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Persian Pictures.md,WL-WORK-1364,Persian Pictures,,格特鲁德·贝尔,Gertrude Bell,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Personal Narrative.md,WL-WORK-1365,Personal Narrative,,亚历山大·冯·洪堡,Humboldt,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Polynesian Mythology.md,WL-WORK-1367,Polynesian Mythology,,乔治·格雷,George Grey,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Prose Tristan.md,WL-WORK-2310,Prose Tristan,,佚名,Prose Tristan,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Queste del Saint Graal.md,WL-WORK-2311,Queste del Saint Graal,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Radiance.md,WL-WORK-1976,Radiance,,格蕾丝·德雷文,Grace Draven,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Ragged Dick.md,WL-WORK-0940,Ragged Dick,,霍雷肖·阿尔杰,Horatio Alger,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Ramrod.md,WL-WORK-2312,Ramrod,,卢克·肖特,Luke Short,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Raoul de Cambrai.md,WL-WORK-2313,Raoul de Cambrai,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
"Red, White & Royal Blue.md",WL-WORK-1977,"Red, White & Royal Blue",,凯西·麦奎斯顿,Casey McQuiston,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Redeployment.md,WL-WORK-1978,Redeployment,,菲尔·克莱,Phil Klay,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Renaud de Montauban ／ The Four Sons of Aymon.md,WL-WORK-2314,Renaud de Montauban / The Four Sons of Aymon,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Riders of the Silences.md,WL-WORK-2317,Riders of the Silences,,马克斯·布兰德,Max Brand,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
"Rinaldo Rinaldini, the Robber Captain.md",WL-WORK-2319,"Rinaldo Rinaldini, the Robber Captain",,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Rinaldo Rinaldini.md,WL-WORK-2318,Rinaldo Rinaldini,,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robbery Under Arms.md,WL-WORK-2320,Robbery Under Arms,,澳大利亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin and the King.md,WL-WORK-2321,Robin and the King,,帕克·戈德温,Parke Godwin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin Hood and Guy of Gisborne.md,WL-WORK-2322,Robin Hood and Guy of Gisborne,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin Hood and the Curtal Friar.md,WL-WORK-2323,Robin Hood and the Curtal Friar,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin Hood and the Golden Arrow.md,WL-WORK-2324,Robin Hood and the Golden Arrow,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin Hood and the Monk.md,WL-WORK-2325,Robin Hood and the Monk,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin Hood and the Potter.md,WL-WORK-2326,Robin Hood and the Potter,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Robin Hood's Death.md,WL-WORK-2327,Robin Hood's Death,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Roman d'Alexandre.md,WL-WORK-2328,Roman d'Alexandre,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Roman d'Enéas.md,WL-WORK-2329,Roman d'Enéas,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Roman de Silence.md,WL-WORK-2331,Roman de Silence,,康沃尔的埃尔德里斯,Heldris of Cornwall,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Roman de Thèbes.md,WL-WORK-2332,Roman de Thèbes,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Roman de Troie.md,WL-WORK-2333,Roman de Troie,,伯努瓦·德·圣莫尔,Benoît de Sainte-Maure,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Rubyfruit Jungle.md,WL-WORK-0941,Rubyfruit Jungle,,丽塔·梅·布朗,Rita Mae Brown,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Santos Vega o los mellizos de la Flor.md,WL-WORK-2337,Santos Vega o los mellizos de la Flor,,阿斯卡苏比,Ascasubi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Santos Vega.md,WL-WORK-2336,Santos Vega,,拉斐尔·奥夫利加多,Obligado,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Sarajevo Blues.md,WL-WORK-1979,Sarajevo Blues,,塞梅兹丁·梅赫梅迪诺维奇,Semezdin Mehmedinović,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Scary Stories to Tell in the Dark.md,WL-WORK-0517,Scary Stories to Tell in the Dark,,阿尔文·施瓦茨,Alvin Schwartz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Segu.md,WL-WORK-0942,Segu,,玛丽斯·孔戴,Maryse Condé,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Seth Jones.md,WL-WORK-2338,Seth Jones,,爱德华·S.埃利斯,Edward S. Ellis,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Shadowland.md,WL-WORK-0518,Shadowland,,彼得·斯特劳布,Peter Straub,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Sherwood.md,WL-WORK-2339,Sherwood,,帕克·戈德温,Parke Godwin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Simon Dale.md,WL-WORK-2340,Simon Dale,,安东尼·霍普,Anthony Hope,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Sinophagia／ A Celebration of Chinese Horror.md,WL-WORK-0519,Sinophagia: A Celebration of Chinese Horror,,倪雪婷,Xueting C. Ni,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Sir Launfal.md,WL-WORK-2341,Sir Launfal,,托马斯·切斯特,Thomas Chestre,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Sir Orfeo.md,WL-WORK-2342,Sir Orfeo,,佚名,英国,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Slogum House.md,WL-WORK-2343,Slogum House,,玛丽·桑多兹,Mari Sandoz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
So Far from God.md,WL-WORK-2345,So Far from God,,安娜·卡斯蒂略,Ana Castillo,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
Song for the Unraveling of the World.md,WL-WORK-0520,Song for the Unraveling of the World,,布赖恩·埃文森,Brian Evenson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
